"","iso","genre","tmstamp","n","dir"
"348","US","rock and roll","2020-01-15 09:13:03",143,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""rock and roll""&fmt=json"
"349","US","rockabilly","2020-01-15 09:13:03",51,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""rockabilly""&fmt=json"
"350","US","rocksteady","2020-01-15 09:13:04",7,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""rocksteady""&fmt=json"
"351","US","roots reggae","2020-01-15 09:13:04",7,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""roots reggae""&fmt=json"
"352","US","rumba","2020-01-15 09:13:14",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""rumba""&fmt=json"
"353","US","salsa","2020-01-15 09:13:14",38,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""salsa""&fmt=json"
"354","US","samba","2020-01-15 09:13:15",5,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""samba""&fmt=json"
"355","US","schlager","2020-01-15 09:13:15",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""schlager""&fmt=json"
"356","US","screamo","2020-01-15 09:13:15",31,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""screamo""&fmt=json"
"357","US","shibuya-kei","2020-01-15 09:13:15",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""shibuya-kei""&fmt=json"
"358","US","shoegaze","2020-01-15 09:13:15",44,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""shoegaze""&fmt=json"
"359","US","singer-songwriter","2020-01-15 09:13:16",261,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""singer-songwriter""&fmt=json"
"360","US","ska","2020-01-15 09:13:16",84,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""ska""&fmt=json"
"361","US","ska punk","2020-01-15 09:13:26",26,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""ska punk""&fmt=json"
"362","US","skacore","2020-01-15 09:13:27",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""skacore""&fmt=json"
"363","US","slow waltz","2020-01-15 09:13:27",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""slow waltz""&fmt=json"
"364","US","sludge metal","2020-01-15 09:13:27",69,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""sludge metal""&fmt=json"
"365","US","smooth jazz","2020-01-15 09:13:27",34,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""smooth jazz""&fmt=json"
"366","US","smooth soul","2020-01-15 09:13:27",46,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""smooth soul""&fmt=json"
"367","US","soca","2020-01-15 09:13:28",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""soca""&fmt=json"
"368","US","soft rock","2020-01-15 09:13:28",73,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""soft rock""&fmt=json"
"369","US","son cubano","2020-01-15 09:13:28",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""son cubano""&fmt=json"
"370","US","son montuno","2020-01-15 09:13:39",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""son montuno""&fmt=json"
"371","US","soul","2020-01-15 09:13:39",1220,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""soul""&fmt=json"
